ORIGIN;;DESTINATION;;TTE;;20' E;20' (< 8tn);20' (< 16,5tn);20' (< 22tn);20' (< 32tn);20' (> 32tn);25' E;25' (< 8tn);25' (< 16,5tn);25' (< 22tn);25' (< 32tn);25' (> 32tn);30' E;30' (< 8tn);30' (< 16,5tn);30' (< 22tn);30' (< 32tn);30' (> 32tn);40' E;40' (< 8tn);40' (< 16,5tn);40' (< 22tn);40' (< 32tn);40'(> 32tn);45' E;45' (< 8tn);45' (< 16,5tn);45' (< 22tn);45' (< 32tn);45' (> 32tn);BOOKING FEE;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RED MULTICLIENTE RENFE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORIGIN;INC;DESTINATION;INC;TTE;FREQUENCE;20' E;20' F;20' F;20' F;20' F (>20,5 tn);20' F (>30 tn);;;;;;;30' E;30' F;30' F;30' F;30' F;30' F (>30tn);40' E;40' F;40' F;40' F;40' F;40' F;45' E;45' F;45' F;45' F;45' F;45' F;0;;;;
ENLACES ENTRE TERMINALES;;;;TTE;FREQUENCE;20' E;20' (< 8tn);20' (< 16,5tn);20' (< 22tn);20' (< 32tn);20' (> 32tn);25' E;25' (< 8tn);25' (< 16,5tn);25' (< 22tn);25' (< 32tn);25' (> 32tn);30' E;30' (< 8tn);30' (< 16,5tn);30' (< 22tn);30' (< 32tn);30' (> 32tn);40' E;40' (< 8tn);40' (< 16,5tn);40' (< 22tn);40' (< 32tn);40'(> 32tn);45' E;45' (< 8tn);45' (< 16,5tn);45' (< 22tn);45' (< 32tn);45' (> 32tn);BOOKING FEE;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BARCELONA BEST;17;PERPIGNAN;126;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
BARCELONA BEST;17;LE BOLOU AMBROGGIO;111;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
BARCELONA BEST;17;BARCELONA MORROT;2;1;5;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;0;;;;
BARCELONA BEST;17;GRANOLLERS;14;1;5;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;0;;;;
BARCELONA APM TERMINAL;;PERPIGNAN;126;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
BARCELONA APM TERMINAL;;LE BOLOU AMBROGGIO;111;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
BARCELONA APM TERMINAL;;BARCELONA MORROT;2;1;5;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;0;;;;
BARCELONA APM TERMINAL;;GRANOLLERS;14;1;5;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;0;;;;
BARCELONA MORROT;2;PERPIGNAN;126;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
BARCELONA MORROT;2;LE BOLOU AMBROGGIO;111;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
BARCELONA MORROT;2;BARCELONA BEST;2;1;5;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;0;;;;
BARCELONA MORROT;2;BARCELONA APM TERMINAL;;1;5;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;0;;;;
BARCELONA MORROT;2;GRANOLLERS;14;1;5;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;0;;;;
GRANOLLERS;14;PERPIGNAN;126;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
GRANOLLERS;14;LE BOLOU AMBROGGIO;111;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
GRANOLLERS;14;BARCELONA BEST;17;1;5;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;0;;;;
GRANOLLERS;14;BARCELONA APM TERMINAL;;1;5;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;0;;;;
GRANOLLERS;14;BARCELONA MORROT;2;1;5;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;185;0;;;;
PERPIGNAN;126;LE BOLOU AMBROGGIO;111;1;5;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;;;;
PERPIGNAN;126;BARCELONA BEST;17;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
PERPIGNAN;126;BARCELONA APM TERMINAL;;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
PERPIGNAN;126;BARCELONA MORROT;2;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
PERPIGNAN;126;GRANOLLERS;14;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
LE BOLOU AMBROGGIO;111;PERPIGNAN;126;1;5;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;;;;
LE BOLOU AMBROGGIO;111;BARCELONA BEST;17;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
LE BOLOU AMBROGGIO;111;BARCELONA APM TERMINAL;;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
LE BOLOU AMBROGGIO;111;BARCELONA MORROT;2;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
LE BOLOU AMBROGGIO;111;GRANOLLERS;14;1;5;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;210;0;;;;
TARRAGONA ENTREVÍAS;16;TARRAGONA CONSTANTÍ;9;1;5;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;0;;;;
TARRAGONA CONSTANTÍ;9;TARRAGONA ENTREVÍAS;16;1;5;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;0;;;;
ALGECIRAS - TTI;19;SAN ROQUE;7;1;5;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;0;;;;
SAN ROQUE;7;ALGECIRAS - TTI;19;1;5;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;0;;;;
PARIS BONNEUIL BTM;123;PARIS VALENTON;125;1;5;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;0;;;;
PARIS VALENTON;125;PARIS BONNEUIL BTM;123;1;5;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;0;;;;
ROTTERDAM CTT;;ROTTERDAM RSC;;1;5;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;0;;;;
ROTTERDAM RSC;;ROTTERDAM CTT;;1;5;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;0;;;;
DUISBURG DIT;;DUISBURG RUHRORT HAFEN;;1;5;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;0;;;;
DUISBURG RUHRORT HAFEN;;DUISBURG DIT;;1;5;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;0;;;;
FOS AMATO;;EUROFOS;;1;3;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;0;;;;
FOS AMATO;;FOS SEAYARD;;1;3;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;0;;;;
EUROFOS;;FOS AMATO;;1;3;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;0;;;;
FOS SEAYARD;;FOS AMATO;;1;3;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;0;;;;
ANTWERPEN MAINHUB;;ANTWERPEN RIGHT BANK;;1;5;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;0;;;;
ANTWERPEN MAINHUB;;ANTWERPEN LEFT BANK;;1;5;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;0;;;;
ANTWERPEN RIGHT BANK;;ANTWERPEN MAINHUB;;1;5;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;120;0;;;;
ANTWERPEN LEFT BANK;;ANTWERPEN MAINHUB;;1;5;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;160;0;;;;
BUSTO;;MILANO SMISTAMENTO;;1;5;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;0;;;;
MILANO SMISTAMENTO;;BUSTO;;1;5;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;205;0;;;;
